Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
4260000,0.46622247,1.0542063,999.0,12.000001572072506,12.000001572072506,1.0
4270000,0.4834694,1.4007369,None,None,None,1.0
4280000,0.45682544,1.1117066,999.0,15.750001661479473,15.750001661479473,1.0
4290000,0.4764296,1.4389818,None,None,None,1.0
4300000,0.46851316,1.0309732,999.0,15.75000113248825,15.75000113248825,1.0
4310000,0.48858348,1.4193588,None,None,None,1.0
4320000,0.47062778,1.091149,999.0,14.250001385807991,14.250001385807991,1.0
4330000,0.48347852,1.4117696,None,None,None,1.0
4340000,0.46393877,1.1382754,999.0,12.000002197921276,12.000002197921276,1.0
4350000,0.49352413,1.3712053,None,None,None,1.0
4360000,0.4474254,1.0408213,999.0,9.000000774860382,9.000000774860382,1.0
4370000,0.45871583,1.3244219,None,None,None,1.0
4380000,0.4457918,1.0650806,999.0,10.500001423060894,10.500001423060894,1.0
4390000,0.46296513,1.2782121,None,None,None,1.0
4400000,0.4408135,0.9979789,999.0,10.000000678002834,10.000000678002834,1.0
4410000,0.46771777,1.2672367,None,None,None,1.0
4420000,0.45847654,0.9041586,999.0,12.000001348555088,12.000001348555088,1.0
4430000,0.49742207,1.2611357,None,None,None,1.0
4440000,0.44627577,0.9765787,999.0,9.250000685453415,9.250000685453415,1.0
4450000,0.458949,1.39275,None,None,None,1.0
4460000,0.4435148,0.932698,999.0,12.000001467764378,12.000001467764378,1.0
4470000,0.45631737,1.1947187,None,None,None,1.0
4480000,0.42745104,0.9448433,999.0,9.750001341104507,9.750001341104507,1.0
4490000,0.46296695,1.3280876,None,None,None,1.0
4500000,0.44117454,0.8823846,999.0,13.250000856816769,13.250000856816769,1.0
4510000,0.47514892,1.2216972,None,None,None,1.0
4520000,0.4574421,0.85711336,999.0,11.000001095235348,11.000001095235348,1.0
4530000,0.45064828,1.243198,None,None,None,1.0
4540000,0.42182624,0.9865424,999.0,12.250001281499863,12.250001281499863,1.0
4550000,0.47762865,1.3187485,None,None,None,1.0
4560000,0.4279999,0.90599024,999.0,12.000001385807991,12.000001385807991,1.0
4570000,0.42163938,1.3145847,None,None,None,1.0
4580000,0.40499708,0.95808464,999.0,15.000002056360245,15.000002056360245,1.0
4590000,0.45405257,1.363838,None,None,None,1.0
4600000,0.4317548,0.89697134,999.0,13.000001475214958,13.000001475214958,1.0
4610000,0.4637515,1.3960601,None,None,None,1.0
4620000,0.43813553,0.8804162,999.0,14.000001929700375,14.000001929700375,1.0
4630000,0.49738052,1.3440391,None,None,None,1.0
4640000,0.447855,1.0120682,999.0,13.000000983476639,13.000000983476639,1.0
4650000,0.49546158,1.4719433,None,None,None,1.0
4660000,0.47571272,0.9746656,999.0,14.250001236796379,14.250001236796379,1.0
4670000,0.5079125,1.2840705,None,None,None,1.0
4680000,0.47593784,0.9666897,999.0,10.500001162290573,10.500001162290573,1.0
4690000,0.49905747,1.3471456,None,None,None,1.0
4700000,0.47730717,0.9416132,999.0,12.250000774860382,12.250000774860382,1.0
4710000,0.52353805,1.3637464,None,None,None,1.0
4720000,0.47720164,0.9547167,999.0,15.500001445412636,15.500001445412636,1.0
4730000,0.5182448,1.3659358,None,None,None,1.0
4740000,0.4917995,1.1006984,999.0,15.500001847743988,15.500001847743988,1.0
4750000,0.5209231,1.4140203,None,None,None,1.0
4760000,0.50394964,0.98281395,999.0,11.750001586973667,11.750001586973667,1.0
4770000,0.52393913,1.3233408,None,None,None,1.0
4780000,0.4980457,1.0184401,999.0,11.500001691281796,11.500001691281796,1.0
4790000,0.5196659,1.2816385,None,None,None,1.0
4800000,0.49762243,0.9977981,999.0,12.250001884996891,12.250001884996891,1.0
4810000,0.50433815,1.3315597,None,None,None,1.0
4820000,0.4935417,0.9140791,999.0,12.750001557171345,12.750001557171345,1.0
4830000,0.51044613,1.3333949,None,None,None,1.0
4840000,0.4733336,1.0267354,999.0,12.500001177191734,12.500001177191734,1.0
4850000,0.5026735,1.4197761,None,None,None,1.0
4860000,0.46709332,1.0530813,999.0,14.000001348555088,14.000001348555088,1.0
4870000,0.5072459,1.4131457,None,None,None,1.0
4880000,0.49011952,1.044772,999.0,15.50000099092722,15.50000099092722,1.0
4890000,0.51992065,1.2239857,None,None,None,1.0
4900000,0.48774996,0.9890827,999.0,7.500000558793545,7.500000558793545,1.0
4910000,0.5078293,1.2473632,None,None,None,1.0
4920000,0.4695979,0.9488262,999.0,12.000001825392246,12.000001825392246,1.0
4930000,0.4982383,1.3352141,None,None,None,1.0
4940000,0.47721094,1.0192542,999.0,13.00000225752592,13.00000225752592,1.0
4950000,0.52679425,1.283389,None,None,None,1.0
4960000,0.48727462,0.97050655,999.0,10.250001318752766,10.250001318752766,1.0
4970000,0.501382,1.2498428,None,None,None,1.0
4980000,0.47228202,0.9669267,999.0,11.75000087171793,11.75000087171793,1.0
4990000,0.49463472,1.2478437,None,None,None,1.0
5000000,0.46787083,1.0189868,999.0,13.750001594424248,13.750001594424248,1.0
